		1781929.0
	enron	74498.0
	ect	64102.0
	hou	30038.0
	thank	13876.0
	know	11425.0
	corp	10684.0
	need	8695.0
	let	8454.0
	time	7490.0
	work	7031.0
	like	6926.0
	deal	6917.0
	meet	6353.0
	ee	6310.0
	want	6151.0
	think	6125.0
	agreement	5584.0
	mark	5475.0
	_develop	5379.0
	day	5283.0


california		146827.4778605313
	enron	3776.4662628679653
	california	2066.46241761247
	power	1715.0959835677306
	state	1594.3561994885106
	said	1229.878604817521
	ect	1201.8645356947493
	energi	1163.4648031888726
	price	1007.0644341048113
	market	990.2177141655375
	electr	949.2202372493266
	util	943.9011271394379
	ee	932.5099010829997
	hou	778.7731371483848
	davi	710.9924853102184
	gener	703.6848070541234
	ga	698.1544701708505
	compani	666.6805542217294
	rate	641.7599032826372
	jeff	567.6437777717664
	contract	500.5629573095856


portland		23091.25607566849
	ect	794.854489400273
	enron	493.3828780361139
	hou	278.03174839730247
	portland	239.60666860384651
	houston	149.89916958941376
	trade	140.45481753015127
	know	122.40623711087177
	new	111.70308986783107
	need	107.65936133694237
	deal	105.0486029322211
	work	103.36862477140775
	thank	102.38814310657695
	manag	98.38607321253704
	ga	98.25262066215248
	like	90.35853027235613
	mail	87.15321908766389
	power	84.21574691356332
	offic	83.67480830342592
	market	83.00872712140284
	let	82.47895305428129


pge		3596.266063800213
	pge	104.70546885361905
	enron	82.15085909592132
	interconnect	32.0
	day	30.750651915691762
	million	28.135245141797732
	number	27.55838040779194
	ect	23.280974904977644
	topock	22.96932677537836
	power	22.688269518705997
	ferc	21.102991143946603
	need	20.636665726487593
	ga	20.59290916699709
	file	20.0
	exposur	19.878832910676227
	thank	19.667252034467513
	time	17.757464585924758
	point	17.0
	gener	16.898091168193755
	transmiss	16.412204880028792
	socal	15.70426510275033


wwp		6.0
	good	1.0
	congrat	0.0


cuiaba		1280.0
	enron	88.0
	mail	60.0
	_develop	21.0
	furna	16.0
	rob	14.0
	gay	13.0
	jose	12.0
	letter	11.0
	forward	10.0
	meet	9.0
	melissa	8.0
	consent	7.0
	ect	6.0
	use	5.0
	know	4.0
	did	3.0
	caus	2.0
	peopl	1.0
	congrat	0.0


ljm2		534.0
	enron	15.0
	storag	12.0
	purchas	11.0
	kay	10.0
	comment	8.0
	corp	7.0
	parti	6.0
	draft	5.0
	copi	4.0
	discuss	3.0
	know	2.0
	releas	1.0
	congrat	0.0


newpower		0.0
	congrat	0.0


avista		35.0
	map	2.0
	peopl	1.0
	congrat	0.0


jedi		43.0
	sara	3.0
	copi	2.0
	send	1.0
	congrat	0.0


tribasa		88.0
	go	3.0
	don	2.0
	peopl	1.0
	congrat	0.0


eml		85.0
	enron	6.0
	kaiser	5.0
	clair	4.0
	carol	3.0
	matt	2.0
	help	1.0
	congrat	0.0


huston		53.0
	releas	4.0
	said	2.0
	time	1.0
	congrat	0.0


